Symbol ,Series ,LTP ,%chng ,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
HEG,EQ,532.95,-0.5,10284.74,5.86,31.09
TALBROAUTO,EQ,272,-3.48,1679.01,10.76,30.79
MOBIKWIK,EQ,217.5,-4.37,1710.82,13.96,30.73
AJANTPHARM,EQ,2831.5,0.5,35375.52,1.08,30.46
SUMICHEM,EQ,408.05,-2.85,20367.64,7.42,30.45
CREDITACC,EQ,1289.6,-0.1,20648.34,2.35,30.41
APEX,EQ,346,-4.22,1081.25,8.64,30.31
JBCHEPHARM,EQ,1848,-0.52,29665.49,1.63,30.22
IKS,EQ,1696,-0.45,29098.81,1.8,30.16
KTKBANK,EQ,201,0.52,7600.93,15.19,30.09
VOLTAMP,EQ,7978,0.26,8071.44,0.38,30.06
BBOX,EQ,529.6,2.78,9021.9,5.78,30
JWL,EQ,298.5,-0.9,12671.27,10.1,30
TFCILTD,EQ,67,-0.22,3101.95,44.42,29.93
ALKEM,EQ,5587.5,-1.32,66806.94,0.53,29.77
TEJASNET,EQ,335.4,-1.08,5954.78,8.9,29.62
CARERATING,EQ,1633,-0.98,4905.84,1.75,29.59
INDIGRID,IV,163.45,0.29,15569.67,18.15,29.55
AMBUJACEM,EQ,528,-0.95,130512.28,5.55,29.24
NATCOPHARM,EQ,824.8,-0.5,14772.98,3.55,29.09
MASTEK,EQ,2006.5,-3.16,6218.42,1.43,29.04
INFOBEAN,EQ,823,-2.04,2012.68,3.48,29.01
INTELLECT,EQ,760,-1.82,10587.98,3.77,28.66
SHRIPISTON,EQ,2945,-2.89,12972.67,0.96,28.61
FINCABLES,EQ,766.05,2.76,11715.92,3.74,28.55
AFFLE,EQ,1644,-1.16,23140.51,1.73,28.51
ICIL,EQ,302,-1.72,5981.24,9.44,28.42
NLCINDIA,EQ,256.7,-1.17,35594.96,11.04,28.27
LALPATHLAB,EQ,1444.2,2.35,24197.72,1.96,28.12
FACT,EQ,786,0.77,50859.86,3.51,28.11
GOLDIAM,EQ,368,3.68,4155.38,7.79,28.06
SGFIN,EQ,375,7.57,2096.06,7.67,27.99
UBL,EQ,1525,2.78,40321.79,1.83,27.88
VIDYAWIRES,EQ,50.35,3.01,1070.91,53.75,27.46
FIVESTAR,EQ,451.8,0.86,13307.51,6.15,27.44
ZENTEC,EQ,1325,-0.54,11963.47,2.04,27.04
GMRP&UI,EQ,109.75,3.09,7845.33,24.95,26.83
PCBL,EQ,271.5,-3.62,10682.51,9.72,26.48
GUJGASLTD,EQ,424,0.63,29187.74,6.2,26.48
GOLDBETA,EQ,127.05,-1.24,4138.91,20.83,26.41
SUNDARMFIN,EQ,5450,2.73,60551.6,0.48,25.96
KPIGREEN,EQ,400.1,-1.27,7895.62,6.46,25.81
TRANSRAILL,EQ,537.5,-3.73,7216.26,4.77,25.75
SHAKTIPUMP,EQ,619,-0.4,7638.33,4.16,25.53
SWSOLAR,EQ,189.49,-2.71,4425.19,13.32,25.4
LIQUIDBETF,EQ,1068.36,0.03,529.76,2.38,25.39
CAPLIPOINT,EQ,1834,-3.67,13940.55,1.37,25.28
BAJAJCON,EQ,360,-1.02,4702.26,7.05,25.19
IRCON,EQ,153.27,-0.61,14415.28,16.44,25.05
ROSSTECH,EQ,741,0.97,2793.31,3.35,25.05
BRIGADE,EQ,764.95,-0.84,18702.9,3.19,24.44
HCC,EQ,19.03,-1.25,4984.85,128.41,24.37
DEEPAKFERT,EQ,996,-2.14,12573.29,2.44,24.32
SAPPHIRE,EQ,213,-2.06,6845.46,11.24,23.96
AXISCADES,EQ,1121.7,-5,4769.18,2.11,23.88
OLECTRA,EQ,1019.9,-2.35,8371.41,2.33,23.79
MODEFENCE,EQ,85.15,-0.41,1304.92,27.87,23.64
CPSEETF,EQ,99.85,0.06,27624.52,23.78,23.63
NTPCGREEN,EQ,86.9,0.59,73224.8,27.3,23.55
POCL,EQ,1200.3,-3.95,3662.27,1.93,23.44
ELGIEQUIP,EQ,484.7,-0.58,15360.58,4.78,23.22
GABRIEL,EQ,945.25,-4.15,13577.94,2.4,23.08
TITAGARH,EQ,781.9,0.24,10530.14,2.97,23.03
FLUOROCHEM,EQ,3429,1.26,37667.57,0.67,22.9
NEULANDLAB,EQ,12999,-1.54,16677.57,0.17,22.8
NIACL,EQ,150,1.39,24720,15.12,22.77
SMARTWORKS,EQ,454.85,0.57,5197.21,4.97,22.72
JKCEMENT,EQ,5740,0.16,44351.98,0.4,22.7
BIRET,RR,353.81,0.19,26514.01,6.4,22.66
HCG,EQ,569.45,-4.66,8029.68,3.94,22.64
SCI,EQ,221.5,-0.77,10317.45,10.24,22.61
URBANCO,EQ,121.6,-1.24,17780.12,18.54,22.61
GRMOVER,EQ,162.98,0.04,2999.74,13.88,22.59
TARC,EQ,147.72,-5.85,4359.16,15.12,22.48
SJVN,EQ,72.3,0.15,28412.42,31.06,22.42
DBREALTY,EQ,117.63,-2.53,6342.66,18.87,22.21
INDIAMART,EQ,2256.9,-1.13,13561.07,0.99,22.2
GILLETTE,EQ,8692,0.81,28323.07,0.25,21.99
KEC,EQ,613,0.47,16318.06,3.58,21.89
POWERMECH,EQ,2097,-2.62,6629.94,1.03,21.63
CRISIL,EQ,4751,2.46,34744.07,0.46,21.61
VINCOFE,EQ,146.5,-0.7,2116.02,14.7,21.57
JSWINFRA,EQ,259.95,-1.23,54589.54,8.31,21.56
EMBASSY,RR,442,0.45,41896.9,4.88,21.5
SARDAEN,EQ,530,0.1,18676.21,4.04,21.3
PAISALO,EQ,35.8,-0.25,3256.09,59.61,21.29
LLOYDSENGG,EQ,50.91,-3.36,5932.59,41.34,21.24
PIIND,EQ,3125.1,-0.53,47413.43,0.68,21.17
TENNIND,EQ,538,-2.02,21713.91,3.86,21.14
RELINFRA,BE,121.39,-3.68,4960.37,17.57,21.13
WELENT,EQ,500.2,6.3,6923.46,4.27,21.1
ARISINFRA,EQ,83.3,-8.09,678.47,24.5,20.97
ASTRAMICRO,EQ,904,-3.41,8583.03,2.32,20.93
HAPPSTMNDS,EQ,387.9,-1.45,5906.74,5.38,20.76
ACC,EQ,1673,-0.19,31416.81,1.25,20.75
BALUFORGE,EQ,443.15,-0.73,5051.55,4.73,20.72
ADVANCE,EQ,132.9,1.58,854.36,15.68,20.71
KIRLOSENG,EQ,1194,-0.32,17353.67,1.77,20.65
MON100,EQ,227,0.84,11494.93,9.16,20.65
GSPL,EQ,305.9,2,17259.23,6.77,20.64
CRAFTSMAN,EQ,7836,0,18693.23,0.26,20.64
KMEW,EQ,1717,-1.06,4197.05,1.21,20.61
SHAILY,EQ,2018.9,-0.9,9277.87,1.03,20.55
MEDANTA,EQ,1142,3.1,30695.86,1.82,20.54
BLISSGVS,EQ,182.3,-1.87,1928.53,11.26,20.45
PINELABS,EQ,217.71,-0.77,24999.13,9.23,20.41
ANTHEM,EQ,650,2.36,36504.65,3.17,20.39
CAMPUS,EQ,273,1.47,8342.25,7.35,20.16
DCBBANK,EQ,191.01,0.05,6146.38,10.52,20.16
WELCORP,EQ,824,-1.75,21736.35,2.44,20.11
SOLARA,EQ,464,-11.86,1678.35,4.11,20.1
AWL,EQ,210.5,-1.99,27358.23,9.46,19.92
RAILTEL,EQ,323.45,-2.22,10380.75,6.13,19.89
GANESHHOU,EQ,714,-4.81,5953.84,2.78,19.84
JAYNECOIND,EQ,75.7,0.4,7350.46,26.45,19.79
TATACHEM,EQ,703.95,-0.82,17933.57,2.8,19.75
GEMAROMA,EQ,200.2,5.97,1045.79,9.9,19.69
ENGINERSIN,EQ,171.7,-1.29,9650.27,11.46,19.67
FSL,EQ,290.3,-2.84,20233.64,6.73,19.65
ATGL,EQ,540.3,-0.94,59422.74,3.6,19.61
TRIDENT,EQ,27.7,-1.77,14115.8,70.98,19.57
ZAGGLE,EQ,280,-2.51,3764.66,6.94,19.55
HDFCSML250,EQ,159.86,-0.19,1664.73,12.27,19.54
VIKRAN,EQ,84.58,-2.11,2181.41,22.98,19.54
THERMAX,EQ,2870,-1.32,34197.86,0.67,19.24
AURIONPRO,EQ,922.05,1.55,5090.96,2.1,19.22
ZENSARTECH,EQ,629.8,-1.78,14323.57,3.02,19.18
INTERARCH,EQ,2099,2.18,3520.41,0.91,18.94
UTKARSHBNK,EQ,14.09,1.66,2507.35,132.58,18.63
PARAS,EQ,644.8,-1.34,5196.27,2.88,18.59
ANTELOPUS,EQ,542.9,-7.45,1908.96,3.31,18.54
TI,EQ,451.1,-0.33,9391.62,4.06,18.48
GLAXO,EQ,2484.9,1.65,42095.71,0.75,18.47
NIFTYIETF,EQ,288.56,-0.09,37793.21,6.4,18.46
MARKSANS,EQ,177.15,-1.34,8027.8,10.48,18.41
AEGISVOPAK,EQ,215.5,-5.85,23877.22,8.3,18.31
MOSCHIP,EQ,197.49,-2.05,3810.89,9.24,18.3
AWFIS,EQ,361.5,-3.17,2585.05,4.98,18.19
JTLIND,EQ,67.5,2.15,2653.3,27.36,18.1
CENTRALBK,EQ,37.01,0.11,33499.24,48.87,17.98
ADVAIT,EQ,1624.9,7.02,1777.12,1.11,17.98
LUMAXTECH,EQ,1460,-4.01,9951.02,1.21,17.94
FMCGIETF,EQ,55.67,2.62,776.68,32.46,17.89
JSLL,EQ,712.5,0.5,8856.43,2.48,17.75
BANKBEES,EQ,620,-0.09,7950.83,2.87,17.72
MID150BEES,EQ,226.5,0.09,2895.81,7.83,17.63
JSL,EQ,788,1.35,64964.26,2.26,17.6
SANSERA,EQ,1850.1,-2.4,11512.11,0.95,17.59
SIGACHI,EQ,23.7,-2.31,905.62,73.96,17.57
HSCL,EQ,453.25,-0.45,22866.23,3.85,17.52
EDELWEISS,EQ,105.58,-1.66,9992.92,16.53,17.46
CYIENTDLM,EQ,344.9,-3.62,2737.28,5.01,17.45
ASHOKA,EQ,156.1,2.24,4382.09,11.3,17.29
KRBL,EQ,361.15,1.5,8266.36,4.74,17.05
SINDHUTRAD,EQ,25.6,2.15,3947.34,66.84,17.04
PARAGMILK,EQ,232.85,-3.76,2913.18,7.23,16.97
JAMNAAUTO,EQ,127.22,-2.45,5076.04,13.29,16.95
SETFNIF50,EQ,274.89,0.16,217170.07,6.16,16.86
METROPOLIS,EQ,1985.1,0.64,10289.16,0.84,16.86
PACEDIGITK,EQ,191.77,0.72,4139.38,8.8,16.81
SCHAEFFLER,EQ,3850,0.94,60176.91,0.44,16.7
IIFLCAPS,EQ,323.5,-0.15,10071.07,5.17,16.63
METALIETF,EQ,11.97,0.08,1035.32,139.86,16.63
BALAMINES,EQ,1127.1,1.98,3651.92,1.49,16.61
CCL,EQ,990.5,0.05,13225.94,1.67,16.44
SKYGOLD,EQ,319,1.71,4940.16,5.23,16.43
TANLA,EQ,478.35,-2.52,6343.75,3.42,16.42
LIQUID,EQ,1000,0,514.59,1.62,16.25
CHOICEIN,EQ,758,-2.3,16280.99,2.1,15.98
3MINDIA,EQ,35000,-1.27,39427.75,0.05,15.98
CGCL,EQ,172.5,1.6,16597.16,9.26,15.97
WAAREERTL,EQ,900,0.18,9391.12,1.79,15.96
SHRINGARMS,EQ,219.67,-1.74,2118.32,7.24,15.94
JBMA,EQ,577.5,-1.31,13657.54,2.75,15.93
BERGEPAINT,EQ,471.55,-0.16,54981.14,3.41,15.92
V2RETAIL,EQ,1985,-3.1,7238.06,0.8,15.9
EMMVEE,EQ,202.9,0.17,14047.68,7.84,15.81
SHADOWFAX,EQ,113.3,-0.75,6550.25,13.8,15.76
SBFC,EQ,93.1,2.29,10208.16,16.98,15.74
IPCALAB,EQ,1407,-2.44,35696.18,1.11,15.69
RAINBOW,EQ,1115,-1.18,11323.85,1.4,15.68
MINDACORP,EQ,584,-1.9,13962.24,2.65,15.66
SONATSOFTW,EQ,306.8,-0.76,8603.43,5.11,15.55
AADHARHFC,EQ,473.85,0.28,20555.44,3.26,15.46
CSBBANK,EQ,413.5,-0.06,7173.64,3.75,15.4
AETHER,EQ,1007.1,-1.46,13359.92,1.52,15.37
TRITURBINE,EQ,508,1.67,16148.84,3.08,15.29
ALPEXSOLAR,SM,870,11.08,2222.24,1.83,15.27
THOMASCOOK,EQ,110.45,-4.38,5195.35,13.73,15.27
MBAPL,EQ,440.25,1.45,3857.78,3.43,15.19
PRSMJOHNSN,EQ,120,-1.96,6040.28,12.39,15.12
VENUSPIPES,EQ,1200,2.45,2485.93,1.29,15.12
UTIAMC,EQ,1065,-0.42,13687.08,1.41,14.82
AVANTEL,EQ,149.05,-0.96,3956.78,9.94,14.65
KAJARIACER,EQ,937,1.97,14923.81,1.57,14.6
J&KBANK,EQ,103.2,-0.83,11364.2,14.13,14.55
STAR,EQ,865,0.37,7972.94,1.69,14.48
VENTIVE,EQ,772,-0.92,18029.41,1.85,14.43
ATUL,EQ,6425,2.74,18916.33,0.23,14.39
TMB,EQ,632.1,-1.79,10009.4,2.27,14.38
VAIBHAVGBL,EQ,225.25,-2.79,3762.42,6.37,14.34
UDS,EQ,155,-4.59,1037.78,9.38,14.33
PTC,EQ,180.09,-0.34,5330.81,7.96,14.31
EMCURE,EQ,1512,2,28663.37,0.94,14.12
KIRIINDUS,EQ,492,-1.39,2953.11,2.87,14.08
VARROC,EQ,574.6,-1.29,8779.11,2.44,14.06
ENDURANCE,EQ,2443.5,-0.29,34370.97,0.58,14.05
AGIIL,EQ,247.4,-2.02,3022.42,5.61,14.04
CANFINHOME,EQ,930.6,-0.73,12391.32,1.5,14.04
HIMATSEIDE,EQ,118.5,1.2,1490.05,11.71,14.04
YATRA,EQ,148.6,3.21,2331.77,9.67,13.98
HONAUT,EQ,31900,-1.85,28204.46,0.04,13.82
TATAINVEST,EQ,623.95,0.21,31568.8,2.24,13.8
JKPAPER,EQ,323,-1,5471.7,4.3,13.8
HIRECT,EQ,1352,0,2323.25,1,13.79
SERVOTECH,EQ,79.9,-6.72,1804.5,16.97,13.73
ARE&M,EQ,865,-1.19,15831.69,1.58,13.65
GROWWGOLD,EQ,14.86,-0.73,408,92.46,13.62
IFBIND,EQ,1182,5.89,4789.32,1.17,13.61
AIIL,EQ,504,0.92,42800.97,2.73,13.6
IOB,EQ,34.84,0.06,67089.96,39.2,13.59
MIDHANI,EQ,354.2,-2.13,6635.58,3.84,13.59
SWANCORP,EQ,418,-1.79,13102.5,3.2,13.4
KRISHNADEF,EQ,950,0.25,1417.31,1.45,13.35
VIYASH,EQ,202.69,-3,8840.01,6.61,13.34
GOCOLORS,EQ,387,-0.31,2090.15,3.44,13.28
KRSNAA,EQ,706.8,-1.93,2292.77,1.88,13.13
GENUSPOWER,BE,262.35,4.98,7981.15,5.21,13.12
SMCGLOBAL,EQ,83.45,-2.36,1747.44,15.32,13.07
MMTC,EQ,63.85,1.14,9577.5,20.38,12.95
OSWALPUMPS,EQ,382,0.12,4353.94,3.45,12.94
KERNEX,EQ,1190,0.09,1999.49,1.08,12.85
RAYMOND,EQ,401.45,-0.97,2672.6,3.22,12.84
SUNTV,EQ,536.6,-0.69,21146.58,2.39,12.74
FIRSTCRY,EQ,269.5,1.41,14068.28,4.76,12.7
SUDEEPPHRM,EQ,638,3.19,7206.12,1.99,12.69
CLEAN,EQ,795.9,-1.45,8458.55,1.59,12.69
KRN,EQ,670,-0.48,4164.49,1.91,12.68
BLUESTONE,EQ,427.4,-3.09,6485.34,2.94,12.67
SMLMAH,EQ,3760,-0.8,5441.34,0.34,12.66
ANNAPURNA,SM,205,-5.05,447.31,5.84,12.63
UCOBANK,EQ,28.54,-0.14,35787.9,44.19,12.58
CPPLUS,EQ,1490,0.93,17514.21,0.84,12.54
PGHL,EQ,5180,-1.22,8598.48,0.24,12.52
TARSONS,EQ,215,4.2,1143.94,5.83,12.5
PNGJL,EQ,549.2,-0.94,7453.1,2.27,12.47
LOTUSDEV,EQ,147,0.29,7184.24,8.46,12.41
CIGNITITEC,EQ,1506.7,-4.11,4150.5,0.82,12.37
TATACOMM,EQ,1535,-0.97,43747.5,0.8,12.35
ZUARI,EQ,241.55,-4.92,1015.91,5,12.23
CERA,EQ,5163.1,2.17,6659.13,0.24,12.16
SFL,EQ,586.5,-3.94,6375.89,2.05,12.14
WALCHANNAG,EQ,177.99,-1.47,1207.52,6.77,12.14
MANORAMA,EQ,1402,-1.87,8371.14,0.87,12.13
KIMS,EQ,594.55,-1.96,23790.26,2.02,12.08
PGINVIT,IV,93.3,0.33,8490.29,12.94,12.07
PRICOLLTD,EQ,579.9,-0.83,7067.91,2.08,11.99
SILVERBND,EQ,240,-3,12.65,5,11.95
LLOYDSENT,EQ,60,-3.13,7632.76,19.84,11.94
HERITGFOOD,EQ,364,-3.29,3377.77,3.27,11.93
JYOTICNC,EQ,819.9,-0.55,18646.42,1.46,11.92
FINIETF,EQ,32.5,0.93,237.78,36.94,11.88
PRAJIND,EQ,286.65,0.14,5269,4.17,11.82
MCLOUD,EQ,25.15,-0.2,1481.5,45.48,11.81
VSTTILLERS,EQ,5800,-1.64,5013.15,0.2,11.77
MANINDS,EQ,364,4.45,2730.35,3.28,11.71
ABSLAMC,EQ,812.05,0.28,23450.3,1.45,11.7
BSLGOLDETF,EQ,133,-1.02,2815.12,8.81,11.69
GRAVITA,EQ,1635,-1.93,12067.68,0.71,11.57
CARBORUNIV,EQ,779,-1.45,14835.89,1.5,11.55
MIDWESTLTD,EQ,1544,0.95,5583.23,0.75,11.55
PTCIL,EQ,17350,-0.67,26012.07,0.07,11.48
SEPC,EQ,9,6.38,1701.05,129.16,11.37
CORONA,EQ,1540,0.92,9418.65,0.73,11.29
EUROPRATIK,EQ,279.97,5.24,2861.29,4.11,11.28
RUBICON,EQ,783.2,-0.89,12903.24,1.43,11.24
VTL,EQ,477,-1.72,13796.62,2.31,11.22
VERANDA,EQ,197.15,-0.65,1895.98,5.53,11.21
GAEL,EQ,128.6,0.14,5898.5,8.83,11.19
SAATVIKGL,EQ,429,-0.41,5452.8,2.58,11.16
FUSION,EQ,188.9,0.49,3048.2,5.85,11.15
RITES,EQ,223.8,0.57,10755.91,5.01,11.14
ABBOTINDIA,EQ,27285,0.26,57978.72,0.04,11.12
PIRAMALFIN,EQ,1687.1,-0.15,38242.79,0.66,11.11
TEXRAIL,EQ,119,-0.95,4841.69,9.32,11.09
EUREKAFORB,EQ,514,1.14,9940.95,2.16,11.05
JUBLINGREA,EQ,610,-2.56,9716.15,1.79,11.03
EIEL,EQ,180.99,0.74,3176.92,6.07,11.02
DEEPAKNTR,EQ,1610,0.2,21959.28,0.68,10.98
TIMKEN,EQ,3242,1.91,24385.91,0.34,10.93
VENKEYS,EQ,1590,1.34,2239.89,0.69,10.93
ELECON,EQ,441.5,0.68,9907.26,2.46,10.91
NSLNISP,EQ,41.4,-0.55,12132.71,26.36,10.85
ELECTCAST,EQ,71.61,-3.15,4426.82,14.91,10.78
GMBREW,EQ,1028.95,1.18,2350.83,1.05,10.76
BLUEDART,EQ,5850,-0.58,13880.84,0.18,10.61
SKFINDIA,EQ,1765,0.28,8725.8,0.61,10.61
PARKHOSPS,EQ,152.1,-2.2,6569.67,6.88,10.61
DLINKINDIA,EQ,391,-5.22,1388.24,2.7,10.58
KSHINTL,EQ,378.1,3.21,2561.84,2.8,10.51
RATNAVEER,EQ,150.5,-2.68,990.93,6.95,10.5
AMAGI,EQ,375.7,0.45,8127.85,2.78,10.47
NAVA,EQ,559.05,-0.43,15821.19,1.87,10.45
TECHNOE,EQ,1029,0.01,11967.23,1.02,10.44
RAMCOSYS,EQ,520,-8.49,1946.89,1.94,10.3
JKIL,EQ,575.6,5.53,4355.31,1.84,10.29
HOMEFIRST,EQ,1174,1.08,12220.83,0.88,10.28
PHARMABEES,EQ,22.5,-0.62,1028.49,45.86,10.28
DJML,EQ,94.38,6.93,311.24,10.62,10.27
PGIL,EQ,1826,-2.76,8414.92,0.56,10.26
UGROCAP,EQ,147.3,-4.57,2060.11,6.91,10.24
ITIETF,EQ,40.19,0.83,481.52,26.08,10.24
RCF,EQ,132.99,-1.28,7336.9,7.69,10.23
ORIENTTECH,EQ,337.95,0.54,1548.01,3.07,10.21
HUBTOWN,EQ,217.42,-2.89,3089.55,4.6,10.2
SRM,EQ,390.65,-6.22,896.32,2.5,10.11
NPST,EQ,1300,6.52,2710.58,0.78,10.11
INOXGREEN,EQ,172.32,-2.68,6456.93,5.84,10.09
FAZE3Q,EQ,520,0.7,1264.59,1.97,10.08
EMBDL,BE,68.02,4.99,9459.09,15.13,10.07
SOBHA,EQ,1512.2,1.37,16170.38,0.67,10.04
THYROCARE,EQ,403,0.7,6414.22,2.49,10.03
IVALUE,EQ,232.1,1,1267.61,4.32,10.01
JINDALPOLY,EQ,425,5.47,1860.92,2.35,9.95
SHILCTECH,EQ,3819,-2.81,4369.01,0.26,9.92
FEDFINA,EQ,143.98,1.23,5386.14,6.92,9.91
MARKOLINES,EQ,157,-3.76,346.04,6.05,9.87
GOLDADD,EQ,148,-0.07,2130.94,6.7,9.82
RRKABEL,EQ,1467,-0.48,16591.93,0.67,9.82
AVL,EQ,485.75,-0.84,6272.88,2.03,9.81
ICICIB22,EQ,122.7,0.56,12502.71,8.03,9.79
EPACK,EQ,244.41,-0.44,2351.92,4.04,9.75
AUTOAXLES,EQ,1906.5,-3.22,2881.1,0.51,9.73
NXST,RR,160.21,0.89,24271.81,6.06,9.63
RALLIS,EQ,271,-0.81,5270.11,3.55,9.62
DAVANGERE,EQ,4.24,1.44,606.32,227.55,9.53
AIAENG,EQ,3889,-1.97,36292.29,0.24,9.52
SILVERTUC,EQ,1366.8,1.45,1733.24,0.7,9.48
BLUEJET,EQ,410.05,0.82,7112.95,2.35,9.46
GKSL,EQ,111.4,4.17,878.31,8.53,9.38
CAPACITE,EQ,234.28,-1.12,1982.1,4.07,9.34
EQUITASBNK,EQ,65,-1.71,7415.97,14.39,9.33
MPSLTD,EQ,1628.8,-1.51,2786.2,0.56,9.3
ALIVUS,EQ,932,0.69,11439.03,1.02,9.29
DALBHARAT,EQ,2118,-1.65,39726.47,0.44,9.26
ABLBL,EQ,111.26,-2.48,13579.33,8.29,9.22
RKFORGE,EQ,551.1,-2.04,9976.6,1.66,9.22
GATEWAY,EQ,61.45,2.11,3070.31,15.17,9.17
MSCIINDIA,EQ,30.6,1.22,1694.46,29.86,9.13
AEGISLOG,EQ,690,0.43,24219,1.32,9.12
VIKRAMSOLR,EQ,208.29,-1.57,7546.98,4.38,9.1
SEAMECLTD,EQ,1297.8,3.31,3299.66,0.72,9.06
APLLTD,EQ,792,-2.28,15567.8,1.14,9.04
INDGN,EQ,486,1.1,11686.68,1.86,9.03
HIKAL,EQ,180.75,-5.31,2228.66,4.95,9.02
MOSILVER,EQ,236.2,-2.98,965.8,3.87,9
BORORENEW,EQ,497.75,-2.19,6977.9,1.8,8.99
GKENERGY,EQ,106.85,1.39,2167.1,8.55,8.95
IONEXCHANG,EQ,378.7,0.49,5554.26,2.36,8.94
METROBRAND,EQ,1043.5,0.78,28431.12,0.85,8.82
ECOSMOBLTY,EQ,207.65,0.89,1245.9,4.2,8.81
DATAMATICS,EQ,785.9,2.17,4645.17,1.13,8.78
LTGILTBEES,EQ,29.12,-0.31,2619.4,30.04,8.78
SAMHI,EQ,165.99,-1.35,3671.8,5.23,8.71
MBEL,EQ,360.75,-3,2061.62,2.36,8.7
JSFB,EQ,354,2.28,3726.69,2.49,8.64
SMALLCAP,EQ,42.1,-0.59,804.86,20.48,8.61
FIEMIND,EQ,2291.3,0.46,6030.62,0.38,8.58
PGHH,EQ,11850,0.2,38465.97,0.07,8.52
SHREMINVIT,IV,102,0,6230.61,8.25,8.5
MAYURUNIQ,EQ,569.1,-4.07,2472.89,1.46,8.5
RAYMONDREL,EQ,460,-1.97,3062.39,1.84,8.47
SJS,EQ,1760,-1.5,5627.83,0.48,8.46
DYNAMATECH,EQ,8545,-0.77,5803.29,0.1,8.45
HEIDELBERG,EQ,174.2,-0.05,3947.6,4.79,8.43
AKZOINDIA,EQ,2928.5,3.73,13336.48,0.29,8.41
AARTIPHARM,EQ,778.35,-0.64,7055.06,1.08,8.34
VMART,EQ,590,-1.3,4686.9,1.42,8.33
SENORES,EQ,824.9,0.18,3798.96,1.01,8.33
GODIGIT,EQ,309.8,-1.02,28634.42,2.67,8.31
RTNPOWER,EQ,8.89,-2.31,4774.02,92.72,8.28
ABDL,EQ,510.65,-0.84,14283.4,1.61,8.23
MAMATA,EQ,429,2.07,1055.67,1.93,8.22
ITI,EQ,290,-1.14,27865.72,2.82,8.15
NETWORK18,EQ,37.75,-0.45,5821.05,21.74,8.15
SBCL,EQ,479.65,5.74,2762.99,1.71,8.08
USHAMART,EQ,415.1,0.05,12649.83,1.95,8.05
SABTNL,BE,1985.3,5,5037.31,0.41,8.04
EPL,EQ,213.5,0.68,6838.21,3.8,7.99
JISLJALEQS,EQ,35.8,-2.64,2558.3,22.25,7.99
INDIAGLYCO,EQ,890,-0.34,5965.38,0.9,7.98
GLAND,EQ,1838,-0.61,30282.23,0.43,7.95
WEL,EQ,144.77,3.08,1940.03,5.47,7.95
AGI,EQ,594.5,0.13,3846.26,1.32,7.81
STALLION,EQ,175.33,-5,1390.81,4.39,7.75
ACI,EQ,573.35,-3.82,7078.49,1.31,7.67
GTLINFRA,EQ,1.15,2.68,1462.41,683.32,7.65
CRAMC,EQ,256.5,0.55,5115.06,2.99,7.64
SHYAMMETL,EQ,857.5,-0.57,23935.56,0.89,7.62
725GS2063,GS,99.2,0.04,238080,7.7,7.62
ARSSBL,EQ,572.45,-1.01,3590.71,1.33,7.6
AEROFLEX,EQ,185,-1.59,2392.43,4.08,7.57
REDTAPE,EQ,122.83,-1.47,6790.14,6.06,7.55
TBOTEK,EQ,1467.3,0.58,15933.09,0.52,7.54
PATELENG,EQ,28.75,-0.86,2852.41,26.32,7.51
LUMAXIND,EQ,4960,-2.52,4636.48,0.15,7.47
ADFFOODS,EQ,224.1,-1.59,2462.04,3.3,7.46
ARFIN,EQ,77.54,0.4,1308.27,9.57,7.41
SIRCA,EQ,462,-3.56,2623.83,1.57,7.37
FDC,EQ,368.5,-2.64,5999.55,2.02,7.36
GSFC,EQ,177.2,-0.56,7061.02,4.17,7.36
GREENPLY,EQ,227.2,3.22,2837.45,3.23,7.34
GENESYS,EQ,300.8,-2.81,1257.05,2.44,7.32
FABTECH,EQ,156,2.4,693.43,4.75,7.32
ETHOSLTD,EQ,2620.1,-3.59,7010.78,0.28,7.32
ASAHIINDIA,EQ,971,0.22,24753.43,0.75,7.29
LIQGRWBEES,EQ,1027.1,0.03,95.94,0.71,7.25
INDRAMEDCO,EQ,378.5,-1.3,3469.82,1.93,7.23
JAIBALAJI,EQ,72.25,-3.76,6591.06,9.85,7.22
SHK,EQ,169.3,4.81,2343.46,4.36,7.22
WINDLAS,EQ,853,1.92,1797.89,0.86,7.2
METAL,EQ,11.96,0.08,409.34,59.9,7.14
SKMEGGPROD,EQ,196.55,1.85,1035.03,3.65,7.13
ATULAUTO,EQ,447,3.56,1240.48,1.62,7.13
OILIETF,EQ,12.36,0.65,284.24,57.59,7.08
CAMLINFINE,EQ,167.75,-2.32,3222.34,4.21,7.02
ARMANFIN,EQ,1560,0.46,1640.02,0.46,7.01
STARHEALTH,EQ,459.05,-1.26,27010.45,1.52,6.97
TVSHLTD,EQ,15000,-1.43,30348.16,0.05,6.96
EKC,EQ,118.2,4.11,1326.29,5.98,6.95
BAYERCROP,EQ,4488.9,0.69,22492.64,0.15,6.92
RAYMONDLSL,EQ,992,-0.54,6043.62,0.7,6.91
EXCELSOFT,EQ,75.72,6.11,871.42,9.54,6.91
ORKLAINDIA,EQ,582,3.77,7972.77,1.2,6.9
DEEPINDS,EQ,400,-3.33,2560,1.7,6.86
TATVA,EQ,1147.5,-2.73,2684.24,0.6,6.86
